short_name,player_positions,value_eur,overall,potential,age,international_reputation,preferred_foot,weak_foot,skill_moves,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic
P. Díaz,CB,6500000.0,76,76,28,1,Right,3,2,178,76,74.0,57.0,69.0,70.0,74.0,81.0
L. Villalba,CB,6500000.0,76,76,28,1,Left,2,3,177,73,82.0,58.0,70.0,73.0,77.0,75.0
J. Burrai,GK,3700000.0,76,76,32,1,Right,2,1,189,82,,,,,,
M. Casco,"RB, LB",2300000.0,76,76,35,1,Right,5,3,170,69,83.0,68.0,75.0,78.0,69.0,79.0
L. Faravelli,"CM, CDM",7000000.0,76,76,30,1,Right,3,3,171,70,81.0,75.0,72.0,75.0,73.0,70.0
G. Herrera,GK,4000000.0,76,76,31,1,Left,2,1,187,67,,,,,,
S. Widmer,"RWB, RM, CB",6500000.0,76,76,30,2,Right,3,3,183,80,77.0,62.0,71.0,73.0,71.0,78.0
Dani García,CM,4600000.0,76,76,33,1,Right,3,3,180,81,38.0,63.0,71.0,70.0,76.0,82.0
Danilo,LB,5500000.0,76,76,31,2,Left,3,3,170,73,72.0,59.0,67.0,78.0,74.0,70.0
Wendell,LB,6500000.0,76,76,29,2,Left,2,4,176,70,79.0,54.0,71.0,77.0,70.0,71.0
C. Arango,"ST, CAM",7500000.0,76,76,28,1,Right,3,3,178,78,75.0,75.0,64.0,76.0,35.0,74.0
B. Meling,LB,7000000.0,76,76,28,2,Left,3,3,173,67,81.0,55.0,71.0,75.0,70.0,66.0
Carlos Júnior,"RW, ST",8000000.0,76,76,27,1,Right,3,3,176,75,81.0,76.0,65.0,78.0,45.0,73.0
N. Figal,"CB, RB",6500000.0,76,76,29,1,Right,3,3,180,75,73.0,44.0,63.0,68.0,75.0,80.0
Embarba,"LM, RM",6000000.0,76,76,31,2,Right,4,4,173,68,76.0,75.0,75.0,75.0,43.0,69.0
Ó. Romero,"CM, CAM, RW",7000000.0,76,76,30,1,Left,3,4,176,74,74.0,69.0,77.0,79.0,65.0,66.0
J. Sornoza,"CAM, CF",7500000.0,76,76,29,1,Right,3,3,169,63,74.0,75.0,76.0,77.0,41.0,51.0
A. Živković,"RW, LW",8000000.0,76,76,26,1,Left,3,4,170,62,80.0,73.0,73.0,80.0,55.0,60.0
D. Machado,"LWB, LB",6500000.0,76,76,29,1,Left,3,2,180,75,82.0,63.0,68.0,75.0,68.0,72.0
F. Honorat,"RM, LM",8000000.0,76,76,26,2,Right,3,4,180,70,79.0,75.0,71.0,76.0,47.0,60.0
R. Borré,ST,8000000.0,76,76,27,2,Right,3,3,174,70,76.0,75.0,74.0,77.0,45.0,76.0
S. Ingason,CB,6500000.0,76,76,29,1,Right,3,2,188,83,63.0,53.0,58.0,58.0,77.0,77.0
D. Dibusz,GK,3700000.0,76,76,32,2,Right,3,1,188,81,,,,,,
R. Aguilar,RB,6500000.0,76,76,30,2,Right,2,3,170,71,73.0,53.0,70.0,75.0,72.0,76.0
K. Toko Ekambi,"LM, LW, ST",7000000.0,76,76,30,2,Right,4,3,182,70,82.0,77.0,71.0,76.0,24.0,69.0
Fábio Martins,"LM, CF",7500000.0,76,76,29,1,Right,3,4,178,75,76.0,73.0,71.0,81.0,46.0,69.0
R. Kent,"LW, CF",8000000.0,76,76,26,1,Right,5,4,172,65,89.0,68.0,72.0,81.0,42.0,64.0
Trezeguet,"LW, LM",7500000.0,76,76,28,1,Right,4,4,180,71,77.0,74.0,73.0,78.0,36.0,67.0
Hwang Hee Chan,"LM, ST",8000000.0,76,76,27,1,Right,4,4,177,77,81.0,75.0,70.0,77.0,39.0,72.0
B. Nieuwkoop,RB,7000000.0,76,76,27,1,Right,3,3,181,75,72.0,62.0,71.0,70.0,73.0,77.0
A. Fulgini,"LW, CM, CAM",8000000.0,76,76,26,2,Right,4,4,182,77,71.0,70.0,76.0,79.0,69.0,74.0
F. Guilbert,RWB,7000000.0,76,76,28,2,Right,3,3,178,78,72.0,47.0,68.0,71.0,73.0,75.0
L. Haraslín,"LW, RW, LM",8000000.0,76,76,27,1,Right,4,4,182,71,80.0,71.0,71.0,80.0,40.0,59.0
G. Prömel,"CM, CDM",7500000.0,76,76,28,2,Right,4,3,184,81,67.0,71.0,69.0,74.0,75.0,81.0
K. Onisiwo,"ST, CF",6500000.0,76,76,31,2,Right,3,3,188,88,78.0,73.0,64.0,73.0,51.0,84.0
M. Rashica,"RM, LM",8000000.0,76,76,27,1,Right,4,4,177,73,81.0,75.0,71.0,77.0,50.0,73.0
M. Jensen,CM,8000000.0,76,76,27,1,Right,4,3,180,68,62.0,64.0,77.0,74.0,69.0,73.0
P. Lees-Melou,"CM, CDM, CAM",7000000.0,76,76,30,2,Right,4,3,186,70,62.0,72.0,77.0,75.0,69.0,75.0
Lúcio Corteijo,RB,2300000.0,76,76,35,1,Right,3,2,175,71,77.0,45.0,66.0,64.0,74.0,73.0
Antonaldinho,CB,2000000.0,76,76,35,1,Right,3,2,188,82,68.0,36.0,56.0,60.0,79.0,80.0
Cris Laranjeiros,CB,5000000.0,76,76,31,1,Right,3,2,185,85,70.0,54.0,61.0,64.0,75.0,82.0
Fred Aníbão,GK,4000000.0,76,76,31,1,Right,2,1,192,90,,,,,,
Pierrino Faria,GK,825000.0,76,76,39,1,Right,2,1,190,82,,,,,,
Nicolás Filhei,"CM, CAM, CDM",8000000.0,76,76,27,1,Right,4,3,172,69,72.0,69.0,76.0,76.0,57.0,45.0
Rubem Esteiro,"RM, CM",3100000.0,76,76,35,1,Right,4,3,179,77,76.0,65.0,73.0,76.0,54.0,61.0
David Seijalbo,CDM,7000000.0,76,76,27,1,Left,2,2,176,76,65.0,53.0,63.0,63.0,74.0,82.0
Jairzinho Aníbal,"CDM, CM",5000000.0,76,76,31,1,Right,3,2,182,77,67.0,62.0,66.0,65.0,74.0,78.0
Simão Acunha,"CAM, CF, RW",3100000.0,76,76,35,1,Right,2,4,178,71,77.0,68.0,77.0,77.0,36.0,62.0
Adilson Edrada,CAM,6000000.0,76,76,31,1,Right,3,3,176,72,77.0,71.0,70.0,80.0,32.0,55.0
Rafael Cachoira,"CB, CDM",7500000.0,76,76,23,1,Right,3,2,188,84,53.0,40.0,58.0,59.0,77.0,78.0
M. Gaćinović,"LM, RM",7500000.0,76,76,28,1,Right,3,4,175,71,78.0,67.0,73.0,80.0,63.0,67.0
F. Zampedri,ST,3200000.0,76,76,35,1,Right,3,3,185,83,63.0,79.0,56.0,70.0,29.0,78.0
A. Afif,"LM, CF, CAM",,76,76,26,1,Right,4,4,176,70,87.0,72.0,71.0,77.0,32.0,54.0
Luan Peres,"CB, LB",6500000.0,76,76,28,1,Left,2,2,190,79,73.0,43.0,67.0,68.0,77.0,76.0
C. Fassnacht,"RM, CM",7500000.0,76,76,29,1,Right,3,3,185,77,82.0,70.0,70.0,75.0,37.0,72.0
Davidson,"LW, ST",6000000.0,76,76,32,1,Right,3,4,177,77,82.0,74.0,70.0,80.0,41.0,73.0
Nacho Vidal,"RB, RWB",7000000.0,76,76,28,1,Right,3,3,180,75,75.0,56.0,69.0,70.0,73.0,65.0
A. Boupendza,"LM, LW, ST",8000000.0,76,76,26,1,Left,3,4,180,79,86.0,78.0,67.0,80.0,27.0,74.0
Aitor Ruibal,"RB, RM, LM",7000000.0,76,76,27,1,Right,3,3,176,75,84.0,72.0,70.0,75.0,72.0,68.0
Óscar Valentín,CDM,6500000.0,76,76,28,1,Right,3,2,177,72,65.0,47.0,65.0,64.0,75.0,76.0
Chiquinho,"CM, CAM",8000000.0,76,76,27,1,Right,3,4,174,66,74.0,71.0,77.0,76.0,60.0,69.0
V. Buyalskyi,"CM, CAM",7000000.0,76,76,30,1,Right,4,3,175,61,75.0,69.0,72.0,79.0,69.0,55.0
P. Ševčík,"CM, RM, CDM",7500000.0,76,76,29,1,Right,4,3,172,66,73.0,71.0,77.0,78.0,69.0,73.0
S. Rahimi,LM,8000000.0,76,76,27,1,Right,4,4,183,79,85.0,73.0,71.0,75.0,38.0,66.0
Alejandro Garnacho,"LW, LM",13500000.0,75,88,19,1,Right,4,3,180,72,84.0,69.0,65.0,77.0,33.0,58.0
F. Miretti,"CM, CAM",13500000.0,75,88,19,1,Right,4,3,179,72,77.0,60.0,75.0,78.0,66.0,72.0
W. Zaïre-Emery,"CM, CDM",13000000.0,75,88,17,1,Right,3,3,178,68,75.0,62.0,72.0,76.0,72.0,71.0
R. Cherki,"CAM, LW, RW",12000000.0,75,86,19,2,Left,5,5,177,71,69.0,67.0,72.0,83.0,21.0,61.0
A. Zakharyan,"LW, RW, CAM",12500000.0,75,86,20,1,Right,4,3,183,72,80.0,70.0,77.0,74.0,53.0,60.0
G. Scalvini,CB,11500000.0,75,86,19,1,Right,3,2,194,75,55.0,31.0,51.0,55.0,78.0,71.0
J. Bakayoko,RW,12500000.0,75,86,20,1,Left,3,3,179,70,86.0,66.0,66.0,78.0,30.0,63.0
F. Chaïbi,"LM, CM",12500000.0,75,86,20,1,Right,3,3,183,79,73.0,67.0,73.0,73.0,68.0,71.0
M. Vandevoordt,GK,11000000.0,75,85,21,1,Right,3,1,192,80,,,,,,
E. Loiodice,"CM, CDM",12500000.0,75,85,22,1,Left,3,3,175,71,66.0,64.0,70.0,77.0,69.0,67.0
M. Greenwood,"RM, ST",12500000.0,75,85,21,1,Left,5,4,181,70,82.0,78.0,70.0,77.0,39.0,60.0
M. Mudryk,"LW, LM",12500000.0,75,85,22,1,Right,4,4,175,61,91.0,66.0,68.0,79.0,44.0,58.0
Sergio Camello,ST,12500000.0,75,85,22,1,Right,4,4,177,69,70.0,76.0,66.0,77.0,28.0,57.0
F. Farías,"CAM, CF",12500000.0,75,85,20,1,Right,3,4,171,69,86.0,72.0,68.0,83.0,39.0,70.0
B. Verbruggen,GK,10500000.0,75,85,20,1,Right,3,1,194,89,,,,,,
Gabriel Veron,"RM, LM",12500000.0,75,85,20,1,Right,3,4,176,75,86.0,67.0,68.0,79.0,28.0,52.0
H. Sudakov,"CAM, CM",12500000.0,75,85,20,1,Right,5,3,177,68,75.0,72.0,71.0,74.0,52.0,64.0
B. Šeško,ST,12500000.0,75,85,20,1,Right,3,3,194,85,81.0,74.0,60.0,73.0,42.0,77.0
M. Kerkez,LB,11500000.0,75,85,19,1,Left,3,3,176,71,82.0,53.0,66.0,73.0,69.0,74.0
Filipe Relvas,"CB, LB, CM",11500000.0,75,85,23,1,Left,2,2,192,84,66.0,41.0,63.0,60.0,76.0,76.0
Moleiro,"LM, CM, CAM",12000000.0,75,85,19,1,Right,3,3,172,67,79.0,65.0,71.0,78.0,46.0,61.0
A. Veliz,ST,12000000.0,75,85,19,1,Right,3,3,186,77,71.0,74.0,54.0,70.0,25.0,73.0
O. Diomande,CB,11500000.0,75,85,19,1,Right,4,2,190,86,70.0,26.0,52.0,70.0,74.0,77.0
Lázaro,"LM, RM, ST",12500000.0,75,85,21,1,Right,3,4,181,75,79.0,71.0,69.0,75.0,43.0,61.0
N. Raskin,"CM, CDM",12500000.0,75,84,22,1,Right,4,3,178,74,70.0,63.0,73.0,77.0,71.0,75.0
A. Gordon,"LW, RW, LM",12500000.0,75,84,22,1,Right,3,3,183,72,88.0,69.0,72.0,75.0,37.0,62.0
P. De la Vega,"RM, LM",12500000.0,75,84,22,1,Right,3,4,175,67,82.0,73.0,69.0,75.0,50.0,72.0
Barrenetxea,"LW, RW, LM",12500000.0,75,84,21,1,Right,4,3,175,74,78.0,71.0,65.0,80.0,24.0,46.0
T. Dallinga,ST,12500000.0,75,84,22,1,Right,4,2,180,72,73.0,75.0,63.0,69.0,27.0,66.0
A. Velasco,"LM, LW, CAM",12500000.0,75,84,20,1,Right,4,4,167,63,83.0,68.0,71.0,80.0,52.0,61.0
J. Kamiński,"LW, LB",12500000.0,75,84,21,1,Right,3,3,179,68,85.0,67.0,67.0,78.0,47.0,58.0
A. Bondarenko,"CAM, CDM",12500000.0,75,84,22,1,Left,2,3,182,73,75.0,70.0,66.0,76.0,61.0,62.0
P. Solari,"RM, ST, LM",12500000.0,75,84,22,1,Right,3,4,181,77,86.0,73.0,67.0,75.0,26.0,68.0
Víctor Chust,CB,11500000.0,75,84,23,1,Right,5,2,184,76,68.0,30.0,52.0,54.0,76.0,67.0
C. Medina,CM,12500000.0,75,84,21,1,Right,3,3,178,70,75.0,64.0,72.0,79.0,69.0,68.0
Andrew,GK,11000000.0,75,84,22,1,Right,2,1,189,76,,,,,,
G. Orban,ST,12500000.0,75,84,20,1,Right,3,2,178,73,77.0,81.0,63.0,73.0,19.0,63.0
A. Ahmedhodžić,CB,11500000.0,75,83,24,1,Right,3,2,195,84,78.0,41.0,60.0,63.0,74.0,78.0
M. O'Riley,"CM, CDM",12500000.0,75,83,22,1,Left,3,4,187,77,68.0,67.0,73.0,73.0,66.0,71.0
K. Nakamura,LM,12500000.0,75,83,22,1,Right,3,4,180,75,76.0,74.0,71.0,75.0,41.0,71.0
Iván Jaime,"LM, CAM, ST",12500000.0,75,83,22,1,Right,3,3,180,75,74.0,73.0,71.0,76.0,51.0,64.0
Hugo Guillamón,CDM,12000000.0,75,83,23,1,Right,4,2,178,62,55.0,53.0,69.0,64.0,75.0,70.0
S. Koita,"ST, CAM",12500000.0,75,83,23,1,Left,4,3,173,73,93.0,74.0,69.0,77.0,35.0,74.0
S. Pavlović,CB,12000000.0,75,83,22,1,Left,3,2,194,86,67.0,43.0,50.0,64.0,74.0,83.0
K. Taylor,"CM, CDM",12500000.0,75,83,21,1,Left,5,3,182,73,73.0,69.0,78.0,76.0,64.0,71.0
Morato,CB,12000000.0,75,83,22,1,Left,2,2,192,89,67.0,37.0,51.0,61.0,74.0,82.0
A. Broja,ST,12500000.0,75,83,21,1,Right,3,3,191,75,74.0,74.0,54.0,75.0,30.0,76.0
D. Rensch,"RB, LB",12000000.0,75,83,20,1,Right,5,3,179,73,76.0,56.0,66.0,73.0,72.0,70.0
I. Hien,CB,11500000.0,75,83,24,1,Right,3,2,191,90,73.0,37.0,49.0,56.0,75.0,78.0
Copete,CB,11500000.0,75,83,23,1,Left,2,2,192,73,57.0,33.0,54.0,57.0,77.0,70.0
Saúl Coco,CB,11500000.0,75,83,24,1,Right,3,2,188,76,83.0,48.0,56.0,60.0,76.0,78.0
S. Sazonov,CB,12000000.0,75,83,21,1,Right,3,2,194,85,68.0,40.0,58.0,61.0,75.0,77.0
A. Murić,GK,9500000.0,75,82,24,1,Right,2,1,197,81,,,,,,
R. Aït-Nouri,"LB, LWB",11000000.0,75,82,22,1,Left,3,3,180,70,80.0,53.0,70.0,77.0,71.0,65.0
I. Meslier,GK,9500000.0,75,82,23,1,Left,3,1,196,74,,,,,,
J. Beyer,CB,10500000.0,75,82,23,1,Right,3,2,187,80,74.0,34.0,62.0,70.0,75.0,75.0
Riqui Puig,"CM, CAM",11000000.0,75,82,23,1,Right,3,3,169,56,65.0,64.0,73.0,80.0,58.0,50.0
M. Kovář,GK,9500000.0,75,82,23,1,Right,4,1,196,88,,,,,,
J. Bijol,"CB, CDM",10500000.0,75,82,24,1,Right,3,2,190,85,65.0,59.0,65.0,61.0,75.0,78.0
Eric García,"CB, CDM",10500000.0,75,82,22,2,Right,3,2,182,76,62.0,44.0,69.0,67.0,76.0,71.0
B. Diakité,"RB, LB, CB",11000000.0,75,82,22,1,Right,3,2,185,74,76.0,41.0,63.0,70.0,73.0,74.0
M. van Ewijk,"RWB, RB",11000000.0,75,82,22,1,Right,2,3,175,70,92.0,57.0,61.0,70.0,70.0,72.0
R. Villagra,"CDM, CM",10500000.0,75,82,22,1,Right,3,2,178,76,67.0,48.0,66.0,71.0,73.0,73.0
J. Doig,"LWB, LM, LB",11000000.0,75,82,21,1,Left,4,3,189,71,82.0,63.0,68.0,71.0,68.0,75.0
M. Ramírez,GK,9500000.0,75,82,22,1,Right,2,1,185,68,,,,,,
Vinicius Souza,"CDM, CM, CB",10500000.0,75,82,24,1,Right,3,2,187,80,66.0,49.0,61.0,67.0,76.0,81.0
O. Kabak,CB,8000000.0,75,81,23,2,Right,3,2,186,86,63.0,37.0,59.0,66.0,74.0,80.0
L. Ferguson,"CM, CDM, CAM",9000000.0,75,81,23,1,Right,4,3,181,75,75.0,74.0,71.0,75.0,68.0,81.0
I. Ogbu,CB,8000000.0,75,81,23,1,Right,2,2,187,83,79.0,39.0,55.0,61.0,73.0,82.0
Z. Aboukhlal,"RM, LM",9000000.0,75,81,23,1,Left,5,4,179,73,85.0,72.0,69.0,75.0,41.0,76.0
J. Stanišić,"RB, CB",8500000.0,75,81,23,1,Right,4,2,187,77,78.0,39.0,60.0,66.0,76.0,72.0
B. Rollheiser,"RM, ST",9000000.0,75,81,23,1,Left,2,3,171,76,83.0,74.0,70.0,77.0,42.0,63.0
A. Johnston,RB,8500000.0,75,81,24,1,Right,2,2,180,77,82.0,57.0,68.0,70.0,72.0,83.0
A. Stach,"CM, CDM, CF",9000000.0,75,81,24,2,Right,5,2,194,88,72.0,67.0,74.0,71.0,74.0,79.0
H. Ekitike,ST,9000000.0,75,81,21,1,Right,3,3,189,70,72.0,75.0,60.0,75.0,25.0,69.0
A. Knauff,"RM, LM",9000000.0,75,81,21,2,Right,3,3,180,73,86.0,63.0,69.0,77.0,51.0,60.0
A. Zorgane,"CM, CDM",9000000.0,75,81,23,1,Right,5,3,184,81,57.0,71.0,74.0,74.0,68.0,82.0
Jutglà,ST,9000000.0,75,81,24,1,Right,3,3,174,79,76.0,75.0,65.0,77.0,29.0,76.0
P. Berg,"CDM, CM",7500000.0,75,80,25,1,Right,2,3,178,76,71.0,61.0,72.0,72.0,69.0,77.0
M. Rodák,GK,6500000.0,75,80,26,1,Right,3,1,194,81,,,,,,
K. Ajer,"CB, RB",7500000.0,75,80,25,1,Right,3,3,196,94,66.0,56.0,61.0,70.0,74.0,81.0
Joni Montiel,"CAM, ST, CM",8500000.0,75,80,24,1,Left,2,3,173,67,70.0,77.0,75.0,77.0,50.0,57.0
H. Ito,"CB, CDM",7500000.0,75,80,24,2,Left,3,2,188,84,81.0,56.0,67.0,68.0,76.0,74.0
D. Geiger,"CDM, CM",7500000.0,75,80,25,2,Right,3,3,173,67,46.0,53.0,76.0,79.0,63.0,62.0
R. Yates,"CDM, CM",7500000.0,75,80,25,1,Right,3,2,190,77,60.0,59.0,62.0,65.0,74.0,84.0
R. Sessegnon,"LB, LWB",8000000.0,75,80,23,1,Left,3,4,178,70,78.0,64.0,72.0,76.0,70.0,65.0
E. Nketiah,ST,8500000.0,75,80,24,1,Right,3,3,180,73,79.0,73.0,57.0,77.0,25.0,64.0
D. Mihailovic,"CAM, CM",8500000.0,75,80,24,1,Right,4,4,178,69,72.0,70.0,76.0,74.0,60.0,68.0
A. Maier,"RM, CM, CDM",8500000.0,75,80,24,1,Right,3,3,187,84,68.0,62.0,75.0,76.0,69.0,74.0
K. Diatta,RM,8500000.0,75,80,24,1,Right,4,4,175,69,91.0,69.0,66.0,78.0,47.0,67.0
Óscar,"CM, RM, LM",8000000.0,75,80,25,1,Right,3,3,174,67,57.0,75.0,76.0,75.0,56.0,55.0
E. Zhegrova,RM,8500000.0,75,80,24,1,Left,2,4,181,66,80.0,67.0,69.0,79.0,25.0,61.0
C. Hudson-Odoi,"LW, RW",8500000.0,75,80,22,2,Right,3,4,182,76,78.0,67.0,73.0,79.0,48.0,59.0
Mauro Júnior,"RB, LB, CAM",8000000.0,75,80,24,1,Left,3,4,171,62,84.0,66.0,75.0,79.0,67.0,56.0
V. Gyökeres,ST,8500000.0,75,80,25,1,Right,3,3,187,90,80.0,72.0,63.0,76.0,32.0,85.0
T. Lamptey,"RB, RWB",8000000.0,75,80,22,1,Right,3,2,163,62,85.0,44.0,66.0,77.0,70.0,51.0
L. Suárez,"ST, LM",8500000.0,75,80,25,2,Right,4,3,185,74,84.0,77.0,64.0,71.0,40.0,77.0
Javi Sánchez,CB,7500000.0,75,80,26,1,Right,4,2,189,79,67.0,56.0,56.0,61.0,76.0,76.0
T. Čvančara,"ST, RW",8500000.0,75,80,22,1,Right,3,2,190,86,76.0,73.0,66.0,72.0,25.0,77.0
J. Dina Ebimbe,"RM, CM, RWB",8500000.0,75,80,22,1,Right,3,3,184,80,83.0,60.0,71.0,75.0,69.0,76.0
Y. Ndayishimiye,"CB, CDM, CM",7500000.0,75,80,24,1,Right,3,2,183,79,71.0,49.0,64.0,72.0,75.0,78.0
O. Marmoush,"ST, LM",8500000.0,75,80,24,1,Right,3,4,183,81,85.0,74.0,63.0,80.0,30.0,68.0
O. Lingr,"CAM, LW, RW",8500000.0,75,80,24,1,Right,3,3,175,70,78.0,74.0,70.0,77.0,53.0,80.0
G. Hernández,CB,7500000.0,75,80,25,1,Right,3,2,185,76,68.0,37.0,52.0,59.0,76.0,72.0
S. Lovrič,"CM, CDM",8000000.0,75,79,25,1,Right,3,3,180,75,57.0,64.0,74.0,72.0,69.0,71.0
T. Cantwell,"CAM, CM, CF",8000000.0,75,79,25,1,Right,3,4,177,70,72.0,68.0,72.0,77.0,43.0,52.0
S. Berge,CM,8000000.0,75,79,25,1,Right,3,3,195,96,63.0,65.0,73.0,73.0,74.0,85.0
K. Dolberg,ST,8000000.0,75,79,25,2,Right,4,3,187,84,76.0,77.0,66.0,74.0,30.0,67.0
F. Uduokhai,CB,7000000.0,75,79,25,2,Left,3,2,193,89,67.0,39.0,53.0,59.0,76.0,75.0
Lincoln,"CAM, LM, LB",8000000.0,75,79,24,1,Left,3,4,178,73,75.0,70.0,78.0,78.0,59.0,65.0
Evander,"CM, CAM",8000000.0,75,79,25,1,Right,4,4,178,73,73.0,71.0,75.0,79.0,67.0,68.0
J. Bellegarde,"CM, CDM",8000000.0,75,79,25,2,Right,3,3,172,70,77.0,62.0,72.0,77.0,70.0,72.0
E. Sánchez,"CM, CDM",,75,79,23,1,Right,3,2,167,71,74.0,73.0,74.0,73.0,73.0,72.0
Marc Roca,"CDM, CM",7000000.0,75,79,26,1,Left,3,3,184,81,56.0,62.0,74.0,73.0,68.0,68.0
G. Maggiore,"CM, CDM",8000000.0,75,79,25,1,Right,3,3,184,69,71.0,61.0,70.0,73.0,72.0,72.0
M. Tavernier,"LM, RM, CAM",8000000.0,75,79,24,1,Left,3,3,177,70,78.0,72.0,71.0,77.0,59.0,62.0
E. Dennis,"ST, LW",8000000.0,75,79,25,1,Right,3,4,175,66,85.0,74.0,62.0,76.0,38.0,69.0
J. Chabot,CB,7000000.0,75,79,25,1,Left,2,2,195,85,49.0,28.0,43.0,48.0,77.0,80.0
P. Daka,ST,8000000.0,75,79,24,1,Right,3,3,183,71,88.0,76.0,59.0,76.0,26.0,69.0
U. Račić,"CM, CDM",8000000.0,75,79,25,1,Right,4,3,193,81,64.0,73.0,74.0,73.0,76.0,81.0
V. Mykolenko,"LB, LWB",7500000.0,75,79,24,1,Left,2,2,180,71,76.0,45.0,64.0,61.0,73.0,62.0
M. Kumbulla,CB,7000000.0,75,79,23,1,Right,3,2,191,78,47.0,32.0,53.0,56.0,77.0,75.0
A. Flips,"LM, CAM, RM",8000000.0,75,79,23,1,Right,3,3,173,68,72.0,70.0,72.0,75.0,45.0,63.0
K. Álvarez,RB,,75,79,24,1,Right,3,2,176,66,83.0,49.0,67.0,69.0,69.0,69.0
I. Grbić,GK,6000000.0,75,79,27,1,Right,3,1,195,93,,,,,,
E. Agbadou,CB,7000000.0,75,79,26,1,Right,3,2,192,86,64.0,47.0,50.0,59.0,74.0,82.0
A. Sørensen,CB,6500000.0,75,78,27,1,Right,3,2,191,88,57.0,43.0,59.0,61.0,77.0,76.0
Pedro Chirivella,"CDM, CM",6500000.0,75,78,26,2,Right,3,3,178,66,55.0,54.0,71.0,73.0,69.0,70.0
N. Olij,GK,5500000.0,75,78,27,1,Right,2,1,188,74,,,,,,
D. Solanke,ST,7500000.0,75,78,25,1,Right,3,3,187,80,72.0,74.0,64.0,73.0,28.0,79.0
G. Taylor,LB,7000000.0,75,78,25,1,Left,3,3,170,68,72.0,52.0,74.0,74.0,72.0,71.0
A. Hanche-Olsen,CB,6500000.0,75,78,26,1,Right,3,2,185,82,73.0,38.0,55.0,63.0,75.0,81.0
H. Moukoudi,CB,6500000.0,75,78,25,1,Right,3,2,191,96,49.0,32.0,52.0,50.0,74.0,86.0
S. Amallah,"CAM, CM, LM",7500000.0,75,78,26,1,Right,3,3,186,81,67.0,76.0,75.0,75.0,65.0,76.0
W. Anton,CB,6500000.0,75,78,26,2,Right,3,3,189,86,67.0,46.0,59.0,65.0,75.0,82.0
R. Perraud,LB,7000000.0,75,78,25,1,Left,2,3,173,68,70.0,72.0,73.0,75.0,72.0,72.0
D. James,"RM, ST, LM",7500000.0,75,78,25,1,Right,4,3,171,76,93.0,69.0,66.0,74.0,46.0,63.0
Joaquín,"CB, CDM",6500000.0,75,78,27,1,Right,3,2,190,73,62.0,45.0,61.0,55.0,74.0,79.0
O. Edouard,ST,7500000.0,75,78,25,1,Right,4,4,187,83,76.0,74.0,68.0,78.0,45.0,73.0
Léo Duarte,CB,6500000.0,75,78,26,1,Right,2,2,183,79,57.0,36.0,49.0,60.0,76.0,78.0
J. Lotomba,"RB, LB",7000000.0,75,78,24,1,Right,4,2,177,71,78.0,48.0,65.0,72.0,71.0,68.0
P. Rosario,"CDM, CM, CB",6500000.0,75,78,26,1,Right,3,3,188,73,61.0,64.0,68.0,73.0,74.0,79.0
J. Schouten,"CDM, CM",6500000.0,75,78,26,1,Right,3,4,185,74,60.0,56.0,67.0,74.0,74.0,68.0
Aarón,"LB, LM, LWB",7000000.0,75,78,26,1,Left,3,3,178,70,61.0,54.0,73.0,76.0,73.0,67.0
R. Alvarado,"RM, LM",,75,78,24,1,Left,4,4,176,70,75.0,71.0,74.0,76.0,53.0,69.0
K. Bare,"CDM, CM",6500000.0,75,78,25,1,Right,3,3,174,66,74.0,58.0,67.0,74.0,72.0,78.0
C. Ejuke,"LW, LM, RW",7500000.0,75,78,25,1,Right,3,4,176,72,90.0,70.0,66.0,80.0,44.0,65.0
E. Löwen,"CM, CAM, CDM",7500000.0,75,78,26,1,Right,4,3,188,91,66.0,70.0,74.0,72.0,71.0,83.0
E. Demirović,"LM, ST",7500000.0,75,78,25,2,Right,3,3,185,84,72.0,76.0,70.0,76.0,41.0,75.0
B. Soumaré,"CDM, CM",7000000.0,75,78,24,1,Right,3,3,188,82,67.0,56.0,73.0,74.0,70.0,77.0
J. Paintsil,"RM, LM",7500000.0,75,78,25,1,Right,3,3,169,70,90.0,70.0,66.0,78.0,33.0,73.0
Jovane Cabral,"LM, RM",7500000.0,75,78,25,1,Right,4,4,174,81,81.0,74.0,71.0,76.0,38.0,70.0
Iago,"LB, LM",7000000.0,75,78,26,2,Left,2,3,181,67,80.0,58.0,69.0,73.0,71.0,70.0
Matheus Henrique,CM,7500000.0,75,78,25,1,Right,4,3,175,71,73.0,60.0,76.0,79.0,57.0,63.0
M. Friedrich,CB,6000000.0,75,77,27,1,Right,3,2,193,84,62.0,41.0,57.0,51.0,78.0,73.0
B. Godfrey,"CB, LB, RB",6000000.0,75,77,25,2,Right,3,2,183,79,82.0,44.0,60.0,65.0,74.0,78.0
A. Hadžiahmetović,"CDM, CM",6000000.0,75,77,26,1,Right,3,2,179,70,71.0,60.0,71.0,72.0,71.0,77.0
R. Kristensen,"RWB, CB, RB",6500000.0,75,77,25,1,Right,4,3,187,70,69.0,67.0,67.0,70.0,73.0,77.0
G. Hamer,"CM, CDM, CAM",7000000.0,75,77,26,1,Right,3,3,169,61,69.0,70.0,76.0,72.0,73.0,77.0
Jean,GK,5000000.0,75,77,27,1,Left,2,1,188,98,,,,,,
J. Mateta,ST,7000000.0,75,77,26,1,Right,4,3,192,88,69.0,73.0,57.0,72.0,34.0,78.0
